id;bank;product_name;amount_min;amount_max;amount_currency;min_term;max_term;term_unit;rate_branch;rate_klik_bonus;rate_klik_total;offer_type;source;url;last_updated;notes
3;Intesa Sanpaolo Bank;Depozit 9M;300;50000;EUR;9;9;months;0.8;0.0;0.8;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 9M;50000;100000;EUR;9;9;months;1.0;0.0;1.0;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 10M;300;50000;EUR;10;10;months;0.8;0.0;0.8;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 10M;50000;100000;EUR;10;10;months;1.0;0.0;1.0;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 11M;300;50000;EUR;11;11;months;0.8;0.0;0.8;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 11M;50000;100000;EUR;11;11;months;1.0;0.0;1.0;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;Depozit 12M;300;50000;EUR;12;12;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 12M;300;50000;EUR;12;12;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 12M;50000;100000;EUR;12;12;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 12M;50000;100000;EUR;12;12;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 13M;300;50000;EUR;13;13;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 13M;300;50000;EUR;13;13;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 13M;50000;100000;EUR;13;13;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 13M;50000;100000;EUR;13;13;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 14M;300;50000;EUR;14;14;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 14M;300;50000;EUR;14;14;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 14M;50000;100000;EUR;14;14;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 14M;50000;100000;EUR;14;14;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 15M;300;50000;EUR;15;15;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 15M;300;50000;EUR;15;15;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 15M;50000;100000;EUR;15;15;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 15M;50000;100000;EUR;15;15;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 16M;300;50000;EUR;16;16;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 16M;300;50000;EUR;16;16;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 16M;50000;100000;EUR;16;16;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 16M;50000;100000;EUR;16;16;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 17M;300;50000;EUR;17;17;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 17M;300;50000;EUR;17;17;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 17M;50000;100000;EUR;17;17;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 17M;50000;100000;EUR;17;17;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 18M;300;50000;EUR;18;18;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 18M;300;50000;EUR;18;18;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 18M;50000;100000;EUR;18;18;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 18M;50000;100000;EUR;18;18;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 19M;300;50000;EUR;19;19;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 19M;300;50000;EUR;19;19;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 19M;50000;100000;EUR;19;19;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 19M;50000;100000;EUR;19;19;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 20M;300;50000;EUR;20;20;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 20M;300;50000;EUR;20;20;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 20M;50000;100000;EUR;20;20;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 20M;50000;100000;EUR;20;20;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 21M;300;50000;EUR;21;21;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 21M;300;50000;EUR;21;21;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 21M;50000;100000;EUR;21;21;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 21M;50000;100000;EUR;21;21;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 22M;300;50000;EUR;22;22;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 22M;300;50000;EUR;22;22;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 22M;50000;100000;EUR;22;22;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 22M;50000;100000;EUR;22;22;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 23M;300;50000;EUR;23;23;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 23M;300;50000;EUR;23;23;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 23M;50000;100000;EUR;23;23;months;1.4;0.7000000000000002;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 23M;50000;100000;EUR;23;23;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 24M;300;50000;EUR;24;24;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 24M;300;50000;EUR;24;24;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 24M;50000;100000;EUR;24;24;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 24M;50000;100000;EUR;24;24;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 25M;300;50000;EUR;25;25;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 25M;300;50000;EUR;25;25;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 25M;50000;100000;EUR;25;25;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 25M;50000;100000;EUR;25;25;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 26M;300;50000;EUR;26;26;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 26M;300;50000;EUR;26;26;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 26M;50000;100000;EUR;26;26;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 26M;50000;100000;EUR;26;26;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 27M;300;50000;EUR;27;27;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 27M;300;50000;EUR;27;27;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 27M;50000;100000;EUR;27;27;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 27M;50000;100000;EUR;27;27;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 28M;300;50000;EUR;28;28;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 28M;300;50000;EUR;28;28;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 28M;50000;100000;EUR;28;28;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 28M;50000;100000;EUR;28;28;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 29M;300;50000;EUR;29;29;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 29M;300;50000;EUR;29;29;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 29M;50000;100000;EUR;29;29;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 29M;50000;100000;EUR;29;29;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 30M;300;50000;EUR;30;30;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 30M;300;50000;EUR;30;30;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 30M;50000;100000;EUR;30;30;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 30M;50000;100000;EUR;30;30;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
